userId,tagId,tweetId
5883,152,213639
7606,345,12888
16773,1184,90827
8342,1850,184709
20913,1912,46111
16016,544,100100
13300,1937,130908
5084,1446,222321
21709,360,1199
1333,559,267153
9309,2190,174389
12105,10,145076
2830,1554,248632
2629,2424,250708
13003,1733,133935
17547,716,82176
6491,2282,206029
2661,1838,17000
9572,143,171810
488,34,278059
2245,420,255671
22429,589,28520
6696,728,203696
10704,64,160241
6733,2843,203329
19379,336,61398
17249,211,85370
13210,996,131701
18903,1701,68015
20544,1031,2197
21201,2418,41838
15063,1392,110433
10705,841,160196
7592,1113,193423
13046,457,133413
6164,2293,210024
14655,2213,115072
16473,474,94296
12983,55,134188
20689,107,48019
5372,711,218458
12764,1189,137348
19749,770,58030
8701,811,181110
4332,2359,15572
2900,726,247842
21886,233,33533
1771,283,261956
12085,2031,145303
8080,407,187398
361,178,19019
6883,823,201620
1584,124,1081
12762,665,137511
11729,2002,148513
20292,1004,52149
12104,490,145115
16193,59,98058
8191,560,186323
8085,2038,187317
19483,139,60749
3323,1310,242484
14644,1628,115708
5334,224,218806
6834,2369,202106
6713,41,203551
14882,590,112375
3951,2706,234717
4306,2361,230549
14821,450,113125
443,407,278525
15834,1622,102017
17648,502,81095
7218,196,197634
8402,366,12238
4088,2368,15773
15247,1762,108379
9311,260,174364
20595,10,49159
1697,1136,17830
610,2173,276555
17596,1208,81712
6960,1,13418
21054,885,43693
1891,400,260449
2099,998,257189
9525,962,172304
14797,1415,113415
21301,1923,40394
14787,472,113487
17801,788,79393
17026,1867,88024
15950,1451,100716
21196,409,41968
6234,945,208761
365,30,279310
21041,2713,43998
5609,2050,216042
7562,1120,194031
12198,1019,144059
8624,1457,181982
10967,1997,157449
19883,575,57073
13071,10,133184
7111,101,89005
5147,740,221234
19041,536,66708
12813,314,136198
9958,211,167519
2177,1339,256280
5133,1142,221428
6987,639,200163
10617,1924,10447
15413,490,106631
22625,2420,26354
13162,1863,132322
2497,630,252504
5254,2716,219740
18865,182,68341
5618,1596,215954
20028,744,2615
11609,1752,149713
6666,730,203959
5658,632,215579
22960,217,22076
3779,1254,237139
1332,2468,267290
4481,492,228502
5574,233,216424
16753,1346,91132
11725,42,148519
20161,488,53568
12791,429,136538
10358,2308,164017
18107,647,75550
14658,214,114994
14126,1866,122133
5424,927,217670
7934,1362,189261
697,342,275690
3869,1919,235597
9958,1206,167534
21253,1818,41104
17948,2648,77419
19233,2538,63800
10227,169,165119
17704,464,80435
21465,285,1414
3840,1389,236229
12666,457,139044
19898,1294,56816
21567,736,36879
13169,273,132177
2750,169,249338
7189,1927,198014
8597,2194,182440
15710,852,103465
2585,611,251325
15676,269,103791
14419,315,118254
18340,579,73485
15843,271,101896
1800,749,261616
6673,18,203911
11121,578,10032
14282,770,119766
12377,610,142242
18792,2639,69175
3256,2568,243007
21016,975,44723
16355,965,96041
20133,2574,53913
3629,1359,16202
488,589,278114
3484,1323,240538
1332,2468,267335
7842,571,190218
20431,30,50937
12389,1197,142090
18158,1476,75113
21201,1622,41847
18555,2761,71387
20603,1014,48829
9508,8,172438
4398,780,229382
6008,535,211936
10366,1903,163885
21016,2717,44724
6426,311,206553
4410,487,229300
17063,10,87599
1476,587,265062
11275,975,153744
8070,169,187593
3086,589,245165
21285,676,40542
18357,635,3982
8080,123,187404
7848,124,190092
10192,333,165494
14862,944,112554
15775,1640,102473
6985,1854,200216
22630,73,26176
22199,520,30365
931,2176,272465
17295,397,85003
5554,811,216636
3773,172,237258
13208,1946,131873
16884,804,89390
10859,1094,10249
755,10,275035
4807,572,179
2821,261,248680
14858,29,112599
16884,2323,89379
12269,265,143204
10955,758,157583
15495,154,105651
14126,327,121946
18428,367,72750
14906,2756,112190
10833,1,158938
4102,1424,233140
3066,152,16657
4633,212,226843
14992,2797,111156
289,54,279958
14043,1361,39022
8689,1690,181281
22276,489,29837
1448,1581,287
5648,1113,215711
12645,731,139326
167,423,280957
20568,1494,49333
4472,497,228601
338,640,279434
17629,1524,81348
890,2483,272901
8265,249,12352
12539,544,140476
2376,61,254102
16318,499,96733
11840,367,147529
16537,41,93676
4202,172,231743
20405,2723,51271
3028,2758,246166
17909,1918,77763
2030,416,258222
4896,865,224451
13479,251,129032
5368,201,218478
12786,1975,137181
23094,1368,20668
6004,1785,212013
12048,1037,145547
20796,2480,47235
23164,3,19342
13640,786,127508
3994,627,234264
9008,571,177867
9080,1018,177297
21570,1592,36842
10500,233,162320
13252,1919,131325
4689,1069,226240
14513,26,117124
2535,2043,251917
6129,448,210521
22809,286,24300
20567,2535,49610
1333,559,267125
9900,59,168342
2616,2548,250903
4731,10,225822
11354,678,152535
3587,931,239339
21007,135,45018
2346,157,254490
16671,2675,92287
8156,286,186546
13239,369,131440
475,769,278340
10917,2749,157749
18024,906,76462
5945,409,212681
3860,484,235714
6061,862,211513
17987,2279,76783
5767,23,214724
1814,468,261474
11026,589,156635
17595,1017,4630
8903,59,178810
22219,127,30237
6802,992,287
4467,2349,228653
20916,249,45972
1697,235,17831
12188,363,144179
732,1763,275344
13326,1224,130714
10176,20,10812
16792,852,90489
19722,903,58317
17648,502,80966
15283,436,107761
20073,54,54945
6686,135,203777
13612,692,127740
19705,441,58834
3244,1873,243212
5293,41,14761
5960,771,212436
5077,2212,222406
6114,764,210663
20118,211,54295
22816,59,24135
11734,429,148478
18926,508,67796
17892,1610,78086
5542,612,216720
762,1968,274830
8701,811,181111
7336,405,196495
14178,429,121343
16335,187,96556
18537,571,71681
12791,576,136552
21016,2717,44780
693,13,275707
865,288,273522
11467,535,151091
7826,42,190341
15629,1165,104239
14644,1045,115599
5438,2095,217390
10859,534,158508
23040,438,21092
21563,1340,37063
15926,903,100963
7625,1644,192881
22577,104,26912
14436,132,118009
12680,504,138886
8755,1577,180462
19979,962,55915
2039,780,258063
18559,344,71315
12639,405,139464
19586,233,59963
20567,442,49569
2171,1030,256324
9557,490,171909
12324,2318,142568
3786,739,237074
18457,611,72291
20109,605,54406
705,850,275626
4687,1388,226294
10992,1149,157165
7222,2253,197551
3066,945,245422
3548,23,239752
9947,726,167872
3001,2573,246686
16479,2239,94163
20796,2730,47172
15595,549,104796
8917,460,178639
19847,180,57413
15304,1001,107585
21198,1854,41944
12085,2031,145266
6777,753,202978
18839,425,68601
21198,345,41917
22160,529,838
1700,1553,262764
13941,871,124274
20796,969,47055
13281,2757,131063
730,1946,275402
17490,224,82865
21376,140,1474
5132,1534,221462
12105,672,145084
14779,2551,113760
8780,1881,180242
3996,589,234143
21066,1324,287
22913,1,22977
14027,471,123386
1247,1160,268531
5422,1783,217791
8756,2045,180423
12885,1939,135361
12762,41,137583
18361,2774,73361
9693,868,170466
14115,1867,122474
1800,1150,261622
5168,2793,220915
11418,1806,151847
8156,914,186544
516,12,277411
5335,1666,14722
9278,886,174832
17848,473,79023
12762,837,137445
5701,2404,215255
2346,98,254406
16473,18,94284
10656,1059,160625
1431,2783,265772
10914,19,157834
12530,644,8840
5341,429,218728
113,437,281490
4915,276,224197
416,2398,278877
7195,30,197783
22149,77,31020
15077,20,110358
6937,739,200906
10181,1154,165598
17434,12,4771
15017,727,110946
265,1069,19090
723,1835,275464
436,2481,18959
7430,600,195310
20263,1084,52408
18502,1562,72020
14202,221,120943
1654,977,17877
14868,260,112497
21160,170,42585
12850,1927,135722
14518,1229,117014
19364,512,61588
7051,2260,199621
2936,726,247350
19109,827,65747
12762,2818,137488
15509,1734,105363
6072,2827,211363
15958,501,100588
3840,211,236217
18594,227,70953
1529,201,264618
7656,53,12847
5334,767,218787
11856,2478,147344
2164,148,256401
6980,2841,200379
17063,10,87603
10327,484,164213
17399,514,83985
17597,1279,81707
22506,277,27466
9592,2152,171670
22940,1870,22326
19647,705,59461
4343,41,230000
1112,151,270088
1015,1640,271629
17967,789,4321
5138,139,14890
21821,323,34262
20322,556,51958
19418,352,61200
15018,1785,110929
5228,2694,220065
15283,571,107742
6215,97,209107
16824,211,90205
11810,678,147878
1059,1113,270908
18807,970,69007
14189,245,121144
4229,43,231151
6895,418,201239
1144,469,18337
1147,2469,269667
14283,92,119715
11940,1821,146544
885,1273,272979
19997,575,55875
14829,1804,113050
14222,1457,120617
7260,239,197070
11437,268,151761
4207,39,231673
6164,2830,209767
1037,778,271262
14510,187,117174
5847,2093,213911
20579,1119,49248
21971,600,32540
876,15,18585
17155,1439,86341
14784,1224,113558
18226,2757,74444
17192,1914,85879
7960,2123,188878
9843,61,11101
7160,1113,198258
16824,211,90094
16120,1563,5836
23095,169,20310
2900,513,247796
18610,977,70740
11871,152,147193
9880,360,168476
1015,383,271628
20205,691,53010
3045,2126,245850
9915,1795,168154
12787,263,136869
4939,567,223922
8376,1351,183845
8271,821,185362
9508,2359,172476
14846,778,112843
16792,239,90459
4415,59,229174
6852,441,201848
13194,563,131987
14135,804,121865
14126,222,122006
6330,2131,207522
18536,1466,71700
2448,560,253383
4825,349,225068
2077,2631,257456
7104,2143,199004
23033,2487,21308
19348,152,61934
17169,1818,86175
21332,2509,40055
9357,30,173996
118,2484,273313
3891,139,235329
16965,1149,88836
21026,895,44558
9446,1245,173313
1076,586,270628
71,1211,282019
10241,1749,164945
8779,411,11940
16687,691,91896
21821,409,34299
5036,2230,222809
20642,1376,48395
19373,1233,61522
10790,1911,159309
95,372,281636
10992,286,157255
16806,2494,90345
16270,737,97257
5658,1150,215594
11790,1794,147993
3796,822,236907
3113,277,244745
21166,1287,42505
13482,1050,8021
11845,174,147460
17256,20,85312
8664,106,181643
14578,409,116432
3021,394,246378
2456,870,253195
14980,472,111337
15283,1935,107724
17650,2251,80842
12756,484,137998
8491,1655,183053
7321,484,196653
16376,1641,95292
16327,117,96657
7250,98,197200
19771,29,57809
19293,67,1595
21315,821,40241
20314,544,2379
13669,98,127192
15657,273,103981
18701,1361,70015
19677,508,59080
9076,438,177327
574,608,276956
7562,1,194010
22650,2301,25767
8565,1337,182670
14520,627,116974
10891,451,158293
4363,117,15546
19306,1291,62504
8383,48,183813
17819,1218,4451
3258,355,242992
22360,452,29040
23134,379,19800
8365,177,12270
4101,265,233169
11776,439,148116
1728,55,262402
894,2067,272850
21258,187,40952
7667,105,192276
3855,2858,235830
17864,360,78661
7806,106,12716
8504,397,182957
12317,197,142657
14665,2462,114909
20453,283,50838
3049,2332,245641
12716,18,138486
15326,1070,107355
15975,935,100333
19334,420,62058
16771,34,90877
19883,2624,57077
14070,987,123016
17982,771,76932
2339,2030,254697
19141,456,65272
22879,191,23412
8555,559,182727
18140,366,75295
12134,1408,144706
18538,468,71641
23033,1004,21330
15395,3,106775
3996,20,234129
12860,1116,135645
9945,2828,167894
22164,1949,30939
17143,1446,86466
10358,2610,163986
7967,360,188829
1605,2280,264062
11141,1396,155490
4735,1113,225759
17276,1269,85088
6221,325,209077
14275,305,119951
13891,1206,124768
19104,2138,65775
23114,425,20102
22633,788,26036
5625,2357,215867
10098,256,10871
8903,2416,178789
20603,913,49044
2247,2626,255639
12862,1220,135602
20774,233,47517
1639,829,263520
20062,527,55068
6061,338,211480
2805,91,248816
19187,1270,64528
3742,676,237674
13743,2416,126332
4208,2319,231661
2102,382,257085
19964,391,56094
15710,1608,103480
21875,270,33582
4593,1517,227367
19885,423,57055
5512,745,217008
11795,778,147952
23033,110,21344
21231,1309,41274
14530,1828,116860
6351,131,207333
20721,575,2046
10548,81,161649
16834,1594,89931
14638,635,115815
10245,1213,10754
4135,737,232812
2862,1545,16834
16824,1050,90194
2152,484,256501
3,747,281963
21378,587,39292
19454,939,61025
2535,614,251949
3411,327,241755
23068,90,20857
2491,2418,287
21252,841,41137
1247,560,268465
21399,1507,38910
5705,1411,215231
18087,1002,75766
7475,1427,194796
6277,2290,208117
14520,627,116975
9768,2141,169537
2674,2863,250230
11247,490,154146
9696,606,170423
787,2491,274347
12160,1164,144395
5080,662,14943
22612,36,26458
1800,442,261619
12787,263,136913
14403,1969,118456
5049,2135,222738
4111,949,15750
496,2338,277839
16347,1175,96283
14061,224,123089
7577,1231,193694
22440,710,28356
9992,330,167258
22809,286,24296
13385,1368,129866
22988,643,21643
22365,232,28973
5314,1215,218915
7572,1780,193836
14299,250,119586
1060,1414,270834
18626,481,70526
12405,940,4120
5431,30,217452
16792,239,90606
16047,847,99689
4306,2361,230609
11354,327,152486
497,48,18900
7707,2680,191836
14278,473,119907
2728,267,16946
19052,283,66548
2886,2416,16815
21563,740,37065
20842,1843,46674
10162,1061,10823
3903,145,235184
252,2459,280251
7811,190,190483
16896,825,89295
11344,537,152658
6438,509,13834
19140,345,3346
21599,722,1292
10662,1,160584
6059,2036,211541
11525,535,9695
3192,180,243953
12696,340,138686
12795,67,136474
13529,508,128690
16504,555,93982
3851,40,236078
3842,263,236124
1873,447,260652
6492,2281,205990
20803,101,46945
11101,821,155943
6641,1612,204451
3600,457,16222
20425,797,2296
17093,193,87278
15455,1840,106165
13016,1499,133826
20567,1854,49694
6303,41,207784
683,1557,275855
19720,557,58376
15656,1189,104022
6072,2827,211303
7757,366,191218
11601,2054,149837
6082,2117,211079
19190,2544,64490
967,788,272070
15532,414,6323
10166,251,165813
5933,786,66454
22879,2454,23471
11370,2069,152262
59,17,282130
7146,505,198505
18416,303,72950
15926,2370,100964
15061,10,110501
11186,1363,154979
5287,791,219202
12885,1532,135296
11940,1116,146555
22532,1711,27260
8853,244,179424
15310,564,107517
17277,324,85079
6579,1841,204996
3370,1051,16417
4889,927,224534
3918,323,235033
6916,726,201116
14473,41,117563
22199,521,30685
7575,429,193722
3222,343,179
15956,211,100616
19454,154,61023
5497,233,217089
15325,12,107376
2948,2649,247194
16167,1563,5794
8868,27,179082
15093,204,110192
18297,2358,73910
1442,409,265695
12015,34,145850
4308,146,230514
2376,2311,254039
4872,409,224665
11282,503,153698
1035,1212,271364
16041,1059,99710
2102,2440,257097
3466,327,240698
6164,1110,209914
10633,1951,160747
2456,1192,253075
912,2117,18552
5007,1570,223386
879,439,273051
20202,30,53023
6976,728,200501
8953,923,178335
18620,878,70590
13723,253,126512
1624,14,263681
22593,567,26691
515,450,277477
21421,490,38672
15495,42,105662
7967,767,188806
9275,2254,175063
9573,342,171782
1431,550,265776
20292,753,52151
17869,867,78501
20515,678,50230
21175,1475,42245
20100,961,54509
430,864,278730
12135,20,9209
2582,632,251360
1190,472,269167
7811,1524,190434
2941,2145,247259
21148,41,42679
11601,1356,149808
5640,1442,14475
15736,10,103126
2579,498,251440
251,2311,280265
12805,617,136277
11813,1734,9460
15104,450,110131
19968,2224,56048
877,1875,273120
13972,187,124033
7391,2249,195943
660,233,276130
14255,1780,120221
589,14,276764
4593,1516,227503
16993,1528,88326
16120,1563,99171
8968,1563,178194
22146,379,31050
19859,1120,57304
422,255,278811
4921,2337,224070
19937,1141,56359
4445,786,228738
20603,1016,48887
14692,1863,114573
8912,2372,178727
2164,1649,256403
12384,909,8967
20642,423,48359
12758,987,137869
22766,246,345
2580,571,251424
15295,541,107628
3586,295,239453
17395,550,84078
2694,239,17577
20702,332,47957
12226,2026,143712
4417,59,229158
9606,1865,171405
665,839,276103
15028,350,110709
13481,2009,128992
17314,1546,84875
16917,2388,89159
23094,333,20476
16810,351,90328
21720,420,35474
14197,1786,121104
14650,572,115162
23078,73,20749
22786,12,24518
22177,2605,30843
4197,471,231788
516,1210,277458
730,1279,275400
2996,1918,246826
730,2493,275389
19976,812,55945
17920,1481,77609
2728,197,249615
108,685,281550
12639,611,139483
3870,2377,235496
19183,420,64575
7572,1567,193812
13661,99,127297
16683,59,92148
4720,20,225918
18050,613,76232
15655,1421,104052
5626,4,215837
8949,10,11806
3556,1503,239705
3411,211,241768
16402,231,94946
21625,1452,36228
4593,67,227259
20856,20,46522
17982,2153,76943
16771,131,90900
6770,92,203075
17989,632,76697
19279,2522,63039
17624,1547,81461
92,536,281694
16274,112,97186
14763,1101,113953
20537,135,50052
6976,283,200464
12949,1859,134381
8789,2186,180100
2576,737,251461
14738,29,114083
12476,479,141244
19104,934,65804
17368,2629,84404
8674,754,181451
10762,1468,159551
13907,98,124693
12893,514,135002
5553,1280,216653
3770,250,237357
21016,2720,44783
10737,2050,159811
1014,582,271692
5228,549,219947
787,2487,274478
16597,8,93066
2339,2030,254708
15768,32,102628
14504,127,287
12885,1532,135206
13162,1085,179
20705,344,47907
10072,27,166588
7620,312,192972
2943,130,247219
16573,372,93293
11465,690,9741
13512,92,128835
18926,672,67770
20548,606,49965
17095,389,86957
8863,1407,179327
10427,2116,163000
9741,710,169890
12044,2200,145599
21026,895,44508
4921,2337,224084
5610,1496,216034
23068,1491,20878
21613,123,36332
2468,376,252964
2473,1457,252804
14119,654,122385
8270,1090,185391
5449,30,14622
2425,224,253642
8911,670,178738
12762,1979,137612
20184,42,53201
8953,508,178317
15428,441,106423
21001,906,45088
19287,1986,62891
10751,1204,159646
12742,1564,138090
15081,1780,110301
19072,439,66315
19305,710,62562
10163,1435,4119
18439,1155,72616
20662,274,48260
17064,737,87542
17764,743,79813
934,332,272410
13606,865,127951
780,527,274669
10241,1749,164968
15628,2473,104337
2674,2864,250154
16376,2101,95129
5993,919,212074
10645,276,160675
59,382,282104
2608,409,250999
8099,139,187135
19295,2198,62831
1893,1779,260333
22396,430,28797
18548,446,71478
8985,41,11777
7261,232,197029
621,2716,276477
5287,791,219251
2893,15,248035
12790,975,136603
19586,747,59947
13716,2315,126713
14482,331,117468
12995,673,134063
3045,177,245932
2352,510,17247
15875,91,6032
18682,19,70128
13907,1390,124689
17145,1154,86398
4806,127,225237
659,93,276136
6983,2196,200245
5111,2808,221726
11641,2820,149291
14419,1377,118268
20353,1914,51641
3772,771,237280
8219,2233,46213
1972,1988,259270
21980,18,32438
9546,1781,171982
11275,132,153796
17612,74,81563
19137,479,65297
17417,1210,83744
20601,975,49104
18626,364,70520
7790,1209,190710
19586,1681,59927
4080,1538,233507
6104,2296,210757
17533,1636,82374
15954,1530,100674
865,2870,273550
6225,98,208999
3369,253,16418
2004,1045,258648
15699,39,103591
6157,219,210190
550,1224,277032
7297,676,196803
1808,1247,261557
22360,2597,29062
6098,888,210857
3858,632,235766
21175,1475,42258
14179,1991,121308
3697,261,238246
6494,638,205816
2339,2030,254680
5488,2578,217146
1134,71,269819
15208,885,108890
794,124,1081
21566,2674,36984
3388,393,241847
5825,295,214180
12509,1264,140737
22486,753,27662
20249,508,52638
21175,858,42345
13855,9,125073
16183,1314,98240
20193,575,53102
6333,127,207520
23041,30,21048
3153,67,244250
10370,255,163546
10885,584,158355
783,2515,274652
22571,676,27003
15383,27,106911
22969,1803,21876
20118,2334,54306
9830,1193,14933
5117,2757,221668
488,2667,278113
15340,1751,107251
8903,59,178814
1840,2450,261097
16980,553,88546
23167,282,19272
6925,233,201001
6066,622,211398
9306,2410,174420
3731,662,237929
3425,330,241343
19365,1235,3132
12587,430,140069
5265,1822,219512
358,86,279372
19470,555,60815
4584,863,227726
16687,654,91948
22728,275,25154
3851,1564,236051
12280,183,143127
22913,1,22909
6736,386,203273
10261,342,164657
3595,482,16227
6523,632,205474
12080,102,145365
7720,2082,191696
2774,10,249048
21284,2166,40563
22988,131,166
11116,654,155821
3731,615,237964
14821,4,113123
12530,148,140530
2775,683,16900
16735,632,91308
19552,302,60232
21640,2659,36106
93,2494,281676
6890,43,201490
16068,478,99611
